,Dates,Products,Ratings,Reviews
59,21-Mar-2015,HP 15-g049AU Notebook,4,"The laptop was delivered the next day in good packaging along with a free HP bag. Kudos to flipkart for excellent service! I bought a HP G6 2005ax laptop in 2012 for Rs.34000(MRP) and now this laptop whose MRP is around Rs.26500. I will be comparing this laptop to my old G6 2005ax at the end of the review. Now coming to the laptop  Design: The laptop looks good and sparkling black. The keyboard is nice and spacious and feels solid. It is not at all fragile like other reviewers keep complaining about. The trackpad is good and mouse buttons work fine. One thing I do not like is that the charging port is on the left side but that is okay I guess. Another con is that there is no VGA port in case you want to connect the laptop to a non-HD monitor. There are two USB 2.0 ports and DVD drive on the right side while the USB 3.0 port, audio and HDMI port are on left side. There is only one slot for RAM.  Software: The laptop comes with Windows 8.1 which is a big con. Some people like Windows 8 but I think it makes everything more cumbersome. Placing shortcuts on the desktop is more cumbersome now. The only plus side is the fast boot speed(less than 10 seconds). However you are prevented from accessing the BIOS settings or boot menu and installing any other OS is difficult. The OS is confused about whether its a laptop OS or a tablet OS. It looks like a teenager facing an identity crises. Hopefully Microsoft has fixed this disturbing quality and Windows 10 will be better designed. Another big con is that the laptop comes pre-installed with McAfee Internet security which is awful compared to Norton internet security. McAfee constantly annoys you with pop up notifications and caused the system to hang at one point while doing a full system scan. Norton has never caused this much trouble.  Display: The laptop screen looks beautiful especially with Windows 8. However it is quite reflective as well.  Sound: The speakers are okay and not very loud. Unfortunately they are located at the bottom front of the laptop like DELL which I do not like. The DTS HD audio software provided is good but not great. Have to keep volume at 80% even when using headphones.  Performance: The laptop is good enough for most normal tasks. However don't expect much performance when playing games. Due to lack of dedicated GPU, the laptop does not perform well except in old games. I got only 20-25fps in Skyrim at lowest graphics.   Battery: The battery in this laptop is good and lasts a long time. I haven't really tested it but you should get about 4-5 hours usage even while watching HD movies.  Webcam: The webcam is not very impressive. Despite being labeled as a HD webcam the quality is just ok and good enough for video calls. I have not tested the mic quality yet.  COMPARISON: Comparing my new g049au laptop to my old G6 2005ax, I feel that HP has degraded since 2012.  Advantages of G6 2005ax over g049au: *powerful dedicated GPU *2 RAM slots *easily accessible RAM and Hard drive bay by removing one screw *60 days Norton Internet security *Loud and excellent Altec Lansing speakers  *Dolby advanced audio which was mind-blowing. Had to use headphones at 30% volume. *Better webcam quality despite being non-HD *2 USB 3.0 ports instead of just 1 *Trackpad off button *VGA port to connect to monitor *more cooling vents to dissipate heat *came with Windows 7  Many of the HP laptops in 2012 came with the above excellent features which are sadly missing in today's HP laptops. To get good features you need to spend above Rs.40k and even then they are not as good as their predecessors."
60,21-Mar-2015,HP 15-g049AU Notebook,5,"Very good laptop, if you are planning choose this. Very good screen display. Build quailty is good. You cannot got these laptop feature at this price."
61,15-Mar-2015,HP 15-g049AU Notebook,1,"I had ordered this laptop from flipkart and they took more then 2 weeks to contact for delivery. Even after two weeks they failed to deliver the product and when I contacted them again, they said product has been tampered and cancelled the order without my notice.  I wasted my three weeks as a waiting period. finally I had to buy this laptop from a local store and to my surprise it was about Rs 1500/- cheaper then the price shown on Flipkart.  Flipkart is no great these days !"
62,14-Mar-2015,HP 15-g049AU Notebook,3,the laptop was been good with the specifications in this price. but after i have been using of one week touch pad is not working it was horrible. otherwise it will be good.
63,14-Mar-2015,HP 15-g049AU Notebook,1,Used product delivered. I have purchased this product on 13th March whereas this product already registered in HP website on 10th Jan 2015.
64,13-Mar-2015,HP 15-g049AU Notebook,5,its an awesome prodcut also flipkart is dong a geat job by bringing such a huge number of variety in the products and that too at the best price i love shopping from flipkart wonderful experience
65,13-Mar-2015,HP 15-g049AU Notebook,5,got it last week.once again excellent delivery from flipkart  here is my review about the product- pros: 1.looks great with its glossy finish  2.comes with windows 8.1(a big advantage) 3.no need to install any drvers from internet  4.just press the power button and start working on it 5.some usefull apps already installed 6.the sound quality is really good  7.keys are soft and doesn't make any sound  8.the battery lasts for 5 hours 9.weighs less 10. The APU quad core processor works well with the 4 gb RAM .You can upgrade it to 8 gb as well. 11.doesn't make any sound.you can easily work on it i the night without disturbing others 12.doesn't heat up even after using for a long period   cons: 1.the track pad buttons are quite hard to press 2.the keyboard quality is not that good 3.they didn't give any CD with the laptop (only setup instruction manual and the warranty card)  what else you want from a laptop under 25k just go for it!!
66,12-Mar-2015,HP 15-g049AU Notebook,5,"After using it for a few months I could definitely say this is one of the best options to choose from, given the price."
67,10-Mar-2015,HP 15-g049AU Notebook,4,Please Do Check..I Have Checked It for Around 15 Times..No HP Secure and Smile Offer..I Am Planning To Buy This Product..But The Offer In Not Available For This Model..Please Check Before Buy..Otherwise laptop is good...
68,10-Mar-2015,HP 15-g049AU Notebook,5,I firstly bought Lenovo G50-45 Notebook which is of same configuration but it looks like a Case in square shape and It is not good in looking. Later changing it to HP I bought it at a very good price with same configuration and has a very good look with a glossy finishing in black colour. Good features with HP Bagpack & preinstalled Windows 8.1. If you want a good look go for HP and want Battery backup go for Lenovo. I guess it has a very slight difference in battery as well compare to HP. GOOD ONE..
69,09-Mar-2015,HP 15-g049AU Notebook,5,Amazing product and amazing services by Flipkart and especially hats off to WS Retail. They have been promt and Bang-On on deliverying the laptop before the mentioned date. And as far as the Laptop is concerened it is really a worth for money buy. I am loving the features of this Laptop and i would also recommend my friends to buy the same.
70,08-Mar-2015,HP 15-g049AU Notebook,4,Laptop is worth buying at this price tag. Loaded with all essential features which you require in day to day use. Not sure its a good buy for high end users & developers. Overall a good buy at this price. But one thing I must say is that Flipkart should work on its customer satisfaction & delivery system. Got my replacement after 2 months & that too when I delivered the old laptop on my own.
71,06-Mar-2015,HP 15-g049AU Notebook,4,"I am using this product for the last couple of weeks. Got this with an offer at 21090 effectively.  Regarding the laptop,  1. Performance : Quite up to the mark for daily works , no hangs so far. 9/10 2. Display : Decent. Viewing angles are good. I will say above expectation for the price. 8/10 3. Sound: Loud and clear. Although tonal quality is not the best. 8/10 4. Keyboard: Keys and touch pad are not up to the mark , although you can live with this. I have noticed the same thing in other HP laptops in similar price range. Keys are quite hard. The touch pad seems to have a mind of its own at times!. 5/10 5. Battery Life : Gives 4-5 hours normally, 2-3 hours with 3G data card. 7/10 6. Software: Authentic Windows 8 64 bit! And a host of other soft wares from HP. It would have been nice if HP has provided free Macafee subscription during the warranty period of 2 years. 9/10 7. Looks and portability : Quite heavy , but does not look thick for a product in this price range. Looks and finishing are above average if you keep in mind that this is a 21 k product not McBook. 8/10  Total : 54/70. Have to give 4 stars although in reality it will be closer to 3.8 stars. Would have been a real 4 star if not for the keyboard. However ,seems to be one of the best products available in the market for the price range."
72,05-Mar-2015,HP 15-g049AU Notebook,4,"display:9/10: pretty bright performance:9/10: multi tasking is a bit laggy touchpad: 3/10: basic touch pad without lock button and cant be used while pressing keys! keyboard : 9/10 nice n spacious though could have more buttons gaming :7.5/10 being a performance lappy it a preety good gaming capabilities graphics 8/10 handles most heavy duty games but cant handle ultra high or extreme graphics smoothly camera:6/10 basic camera,lacks functions and resolution battery :7/10:4hrs... 2 hrs if gaming with full volume graphics and brighness  nice slim and perfect for its price"
73,03-Mar-2015,HP 15-g049AU Notebook,2,Have ordered it on 25th Feb on prepaid basis. Today is 3rd march. No delivery yet. Distance margin of around 200km only from Delhi.
74,03-Mar-2015,HP 15-g049AU Notebook,1,"The laptop looks very fragile plastic made. Hp customer care a bunch of amateurs. The 3 years extended warranty at 1999 a big scam, flipkart send you to hp, hp won t give it to you, when you see the laptop you also understand why, in 10 months time it will brake to pieces. I am in the process to return it in exchange for lenovo. DO NOT BUY IT"
75,01-Mar-2015,HP 15-g049AU Notebook,5,Overall it's good. Using more than 1 months. Little mouse pointer problem. No heating problem. It's performing very well while running 3 vm on it. Good on this price.
76,28-Feb-2015,HP 15-g049AU Notebook,1,"I purchased this laptop because of additional warranty, today is 28feb, And it's last day of offer, When i go to HP website( Which is mentioned in T&C) then i notice that my model number is no in the list of product model. Flipkart are you making fool of us? very bad experiance from flipkart."
77,24-Feb-2015,HP 15-g049AU Notebook,4,"I recommend this to everyone who is considering a laptop in range of 25-30k.   I have been using this laptop for around 4 months now and has never felt any lag or whatsoever. I use photoshop and lightroom 5, both of them are graphic intensive software and i witnessed no lag, the performance is quick and fast.   I wont suggest this laptop for heavy gamers. This laptop is just ideal for day to day activities and some graphic intensive work."
78,23-Feb-2015,HP 15-g049AU Notebook,1,"There are many bugs in this device .from day1 im facing the ""UR PC ran into a problem ,WE need to restart the system ""  error name:system_thread_exception_not handled"
79,22-Feb-2015,HP 15-g049AU Notebook,5,overall its nice but i think its mousepad is not good. it is unresponsive many times. its sound and battery are quite good as i have used many laptop but this one is best for this price and specs
80,22-Feb-2015,HP 15-g049AU Notebook,4,"This product is really good and serves my purpose! Dear flipkart, please update your specs about this product as it does not have any VGA connector!! I wanted to connect this lappy to my projector with the help of the VGA connector but never mind, there are other available options... I am impressed with the delivery made by flipkart... I ordered it on a friday and it got delivered on a sunday of the same week!"
81,21-Feb-2015,HP 15-g049AU Notebook,1,"This is the worst experience with flipkart. Laptop was defective, when I call to customer care they are not agree for exchange.  They return with same laptop. Friends do not buy with Flipkart, go to other companies they are giving exchange and even  refund as well, with no questions asked."
82,21-Feb-2015,HP 15-g049AU Notebook,1,Dont go for these AMD Processors guys.....I dont understand why HP is spoiling their goodwill selling these kind of dump pieces..
83,19-Feb-2015,HP 15-g049AU Notebook,4,Device works good but facing some issue like whenever installing software or something it hangs for a while...But not a major issue.. Its because of AMD processor.. You can go for it.. Worth buying
84,19-Feb-2015,HP 15-g049AU Notebook,4,i m using this laptop from last 4 month and i was buy it around 22K so its value of money . working of laptop is good but speed of processor is slow. otherwise display and dimension (size) of laptop is too good
85,19-Feb-2015,HP 15-g049AU Notebook,4,"Writing this after using it from 5 months, decent laptop...satisfies all ur needs ... A good utility laptop...with great battery back up of 5-6 hours"
86,18-Feb-2015,HP 15-g049AU Notebook,5,This is the best budget laptop and with AMD A8 processer which is better than Intel i3 Processor. It will not let you down.
87,18-Feb-2015,HP 15-g049AU Notebook,4,"Pros :  1). Good price from Flipkart. Thanks to flipkart offered me Rs. 20500 2). Good response time 3). For home purpose it is good.  Cons: 1). Screen resolution is not good. 2). Hard disk rpm speed is not good enough 3). No unused RAM slot, so you have to expand memory by replacing 4GB RAM to 8GB RAM 4). RAM frequency only 800MHz"
88,16-Feb-2015,HP 15-g049AU Notebook,5,Using it for past 3 months. Till date no issues. A8 processor is very fast. Only problem I felt having viewing angle is not so good due to lack of IPS display. Value for money.
89,14-Feb-2015,HP 15-g049AU Notebook,5,"I am very much satisfied with this laptop.I brought This Laptop with Rs.24990 rupees.Beautiful slick design is the key for this laptop. AMD APU quad core A8 processor and 4 GB RAM is a unbelievable deal at this price range. Performance is as good as any Intel core i3 lappy. Preloaded windows 8.1 is joy to work with. RAM can be expandable upto 8 GB which is pretty cool. The laptop runs in a absolute noise free manner. About the cons, the build quality of the laptop is not that hardy. The display I found is a bit dull and PPI is less. So the text and images are not as crisp as they look in the the modern day hi resolution smart phones."
90,13-Feb-2015,HP 15-g049AU Notebook,3,"I bought this laptop last week, when purchased I got a offer of One year free subscription of MS office, after I purchased laptop Flipkart customer care is not responsible for this.  So dont buy in flipkart"
91,12-Feb-2015,HP 15-g049AU Notebook,4,Thanks flipkart for this awsome product....It is really a dream come true for the people looking for good config in cheaper price....good going.
92,10-Feb-2015,HP 15-g049AU Notebook,3,Nice Product but build quality is not good @ this price . Flipkart policies too bad . bad customer care they are not responding properly .
93,07-Feb-2015,HP 15-g049AU Notebook,4,I had been an intel user until now when a friend of mine suggested for AMD and the experience has been very satisfactory.I bought this laptop as I was tight on budget so I decided to go for a laptop which is one step back in current trend.AMD processor onboard is a bit low end as compared to latest generation i3 but believe me you dont need a ferrari over a regualr sedan when u arent riding through a superhighway.AMD offers best performance for the works and gaming for a laptop in this range of configuration.For a little cut in performance (which wont affect you in anyways) u get a deal at much much lower price( almost 10K) as compared to those having intel i3 .
94,05-Feb-2015,HP 15-g049AU Notebook,5,"A8 chipset was good than i3. Performance, display, sound quality was quite very good. Worth buying it :)"
95,05-Feb-2015,HP 15-g049AU Notebook,1,Service is really poor. Item has not been on promised date. Firstflight courier is not updating the tracking information regularly. It is showing same status for last 5 days. I would never item from Flipcart.
96,04-Feb-2015,HP 15-g049AU Notebook,4,"Hi, I have been using this HP laptop for last two months and found good experience with working on it. It looks simple and classy and good in price as well. I recommend all those who want buy a laptop which would be value for money."
97,04-Feb-2015,HP 15-g049AU Notebook,4,"I just recommended it to my girl friend & insisted her to buy it. Must say its helped me to keep me words. Its a ""awe"" product. Quite a good experience. First time using AMD Processor & it had scored a decent score. Lastly thanks Flipkart for a well packed - prompt delivery."
98,01-Feb-2015,HP 15-g049AU Notebook,5,"Purchased in Jan mid week ..till now no issues . Compared AMD A8 with I3 4th gen everywhere... i found it almost equal in every aspect. AMD might have lost repo due to earlier processor versions, but the A8 is giving good performance.  Glossy look. Lightweight ( in the price range. )  Overall satisfied with the product. ..."
99,31-Jan-2015,HP 15-g049AU Notebook,4,i cant use micromax dungle on this laptop.otherwise overall performance is good....heartouching................GOOD IN SOUND AND VIDEO.NOT PAINFUL IF U R USING IT FOR LONG TIME.
100,29-Jan-2015,HP 15-g049AU Notebook,5,this laptop are design for normal work and normal gameing but when i used it this performance are very impressive bcz it play gta 4 and crisis 3 very smoothly   this m/c gives performance more then expectation
101,29-Jan-2015,HP 15-g049AU Notebook,5,"Got this at a discounted price of 22,000. At this price I cant accept more  Great for everyday use, although the battery could have been at least 6 cell.  If u are planning to buy a Intel core i3 lappy without dedicated graphics, go fot this one as it will save you around 5k easily and the performance will be the same.  I compared the performance with my friends Intel core i3 lappy and I realized that I made a wise choice buy buying this product"
102,28-Jan-2015,HP 15-g049AU Notebook,5,"This the best ever budget laptop by HP.Just perfect. sleek,light weight,stylish,sound is good,webcam is fine,good for gaming also. Pros: 1.Way better than 4th gen i3 processor laptops out there. 2.Amd Raedon R5 Graphics.fit for medium graphics games.  3.It never hangs even when you do heavy multitasking.Clockspeed :2.00Ghz"
103,25-Jan-2015,HP 15-g049AU Notebook,5,"This Laptop has got all the essentials. Processor performance is good (i cannot find any diff. from my friend's i3) Good Battery Backup (>4hrs)  For Windows 8, i couldn't find any labels on the laptop, or any identification. Flipkart, pls help me in finding the product key?"
104,23-Jan-2015,HP 15-g049AU Notebook,5,"First of all, its a very good service from Flipkart. The product meets all the expectations. Smooth and sleek product from HP. A sure shot buy if your budget is about 23K."
105,22-Jan-2015,HP 15-g049AU Notebook,2,They keypad quality is really not at all good. It feels inconvenient to use it. Lastly the screen quality again sucks big time due to a 15.6 inch screen with low resolution. There are lags while watching movies on VLC. Dont recommend this laptop for college going crowd who have hands on experience on better quality laptops.
106,22-Jan-2015,HP 15-g049AU Notebook,2,They keypad quality is really not at all good. It feels inconvenient to use it. Lastly the screen quality again sucks big time due to a 15.6 inch screen with low resolution. There are lags while watching movies on VLC. Dont recommend this laptop for college going crowd who have hands on experience on better quality laptops.
107,22-Jan-2015,HP 15-g049AU Notebook,5,WOWWWW ! I'M VERY GLAD TO HAVE MY LAPTOP- THE BEST ONE I HAD EVER WAITED FOR.   IT WAS NEATLY PACKED WITH A SURPRISE GIFT   THANKS A LOT TO FILP KART !
108,22-Jan-2015,HP 15-g049AU Notebook,5,WOWWWW ! I'M VERY GLAD TO HAVE MY LAPTOP- THE BEST ONE I HAD EVER WAITED FOR.   IT WAS NEATLY PACKED WITH A SURPRISE GIFT   THANKS A LOT TO FILP KART !
109,22-Jan-2015,HP 15-g049AU Notebook,5,WOWWWW ! I'M VERY GLAD TO HAVE MY LAPTOP- THE BEST ONE I HAD EVER WAITED FOR.   IT WAS NEATLY PACKED WITH A SURPRISE GIFT   THANKS A LOT TO FILP KART !
110,22-Jan-2015,HP 15-g049AU Notebook,5,WOWWWW ! I'M VERY GLAD TO HAVE MY LAPTOP- THE BEST ONE I HAD EVER WAITED FOR.   IT WAS NEATLY PACKED WITH A SURPRISE GIFT   THANKS A LOT TO FILP KART !
111,22-Jan-2015,HP 15-g049AU Notebook,4,"Previously 2months before flipkart was selling this Laptop at price of Rs.21000,then incresed to 22500 then now 24000..In big billion day they sold this for around Rs17000. They have increased the price a lot in 3 to 4 months.As the electronics price decreases in time,thy have increased."
112,22-Jan-2015,HP 15-g049AU Notebook,4,"Previously 2months before flipkart was selling this Laptop at price of Rs.21000,then incresed to 22500 then now 24000..In big billion day they sold this for around Rs17000. They have increased the price a lot in 3 to 4 months.As the electronics price decreases in time,thy have increased."
113,22-Jan-2015,HP 15-g049AU Notebook,5,WOWWWW ! I'M VERY GLAD TO HAVE MY LAPTOP- THE BEST ONE I HAD EVER WAITED FOR.   IT WAS NEATLY PACKED WITH A SURPRISE GIFT   THANKS A LOT TO FILP KART !
114,22-Jan-2015,HP 15-g049AU Notebook,5,WOWWWW ! I'M VERY GLAD TO HAVE MY LAPTOP- THE BEST ONE I HAD EVER WAITED FOR.   IT WAS NEATLY PACKED WITH A SURPRISE GIFT   THANKS A LOT TO FILP KART !
115,22-Jan-2015,HP 15-g049AU Notebook,4,"Previously 2months before flipkart was selling this Laptop at price of Rs.21000,then incresed to 22500 then now 24000..In big billion day they sold this for around Rs17000. They have increased the price a lot in 3 to 4 months.As the electronics price decreases in time,thy have increased."
116,22-Jan-2015,HP 15-g049AU Notebook,4,"Previously 2months before flipkart was selling this Laptop at price of Rs.21000,then incresed to 22500 then now 24000..In big billion day they sold this for around Rs17000. They have increased the price a lot in 3 to 4 months.As the electronics price decreases in time,thy have increased."
117,21-Jan-2015,HP 15-g049AU Notebook,1,"I bought this lap, and initially I was feeling really happy but in the 2nd day itself I found a small dot in the screen, it was a dead pixel. I requested for a replacement but flipkart told me they can't replace product of this much price. I don't know why they are saying that there is a 30 day replacement for defective product. finally I contacted hp and they replaced the display. I was really feeling bad about flipkart's after sales service. Features of lap with this price is really good. I was really fed up of calling flipkart customer care, every time when I call they tried to extend the date.feeling really disappointed."
118,21-Jan-2015,HP 15-g049AU Notebook,5,I bought this to gift it to a friend and I used this to make some initial configurations. I was happy to see this perform much better than the core i3 laptop that i use for myself. The screen resolution and the speaker quality were impressive.
119,20-Jan-2015,HP 15-g049AU Notebook,5,Delivered just a day before. Good delivery with decent packing. HP Branded Backpack is also there in the package.   I have registered the product and get the warranty and ADP from the HP site without any problem.  Contacted the HP customer care to create recovery disk before starting the use of laptop. The support from the HP is awesome.
120,20-Jan-2015,HP 15-g049AU Notebook,3,"Hi everyone, my cousin gifted me this laptop its good but the issue is i haven't got the Operating System CD and Drivers CD."
121,17-Jan-2015,HP 15-g049AU Notebook,5,The graphics have shared memory of 1.5 gb and dedicated memory of 512 mb. I have watched the videos of games played on youtube and it has enough memory to play good graphic games. Overall I am satisfied with the product.
122,16-Jan-2015,HP 15-g049AU Notebook,1,it was guaranteed to deliver the this product within one day.  Disappointed by Flipkart's failure to deliver.
123,16-Jan-2015,HP 15-g049AU Notebook,1,waiting for product on 2nd day after paying for same day delivery charges :( and response from customer makes it miserable. even after calling them thrice you won't get ur issue resolved.
124,16-Jan-2015,HP 15-g049AU Notebook,5,Value money. Good service from HP and flipkart. 1. A8 Proceser 4GB RAM 500 GB HDD win 8.1 Defaul free Macfee AV free 1 month Accidental damage protection MS office 1 Yr
125,15-Jan-2015,HP 15-g049AU Notebook,1,"It is my ardent request to you all who are planning to buy this lappy to only buy it when retailer is not sending it via First Flight which might turn out to be a last flight for you they have the most pathetic tracking system in the world they will not reply to your e-mail and in a nutshell you are not going to know where the hell your shipment is???so beware and try to get surety that they will not send it via first flight ..,,,,,,,,,, even INDIA POST is better then it!!!!!!!!!!!!!"
126,14-Jan-2015,HP 15-g049AU Notebook,5,The laptop performs very well with windows 8. The build quality is good and the AMD A8 6410 is really silent. The could have been even lower (below 23k) considering the MRP on it (nearly 25k).
127,14-Jan-2015,HP 15-g049AU Notebook,3,"Well after using the laptop for more than 20 days i can ensure you all that you can go for it... ! 4gb ram , AMD A8 processor is not bad for daily personal use. It's graphics quality is also nice compared to Lenovo and Dell. ! I think it's best budget laptop... U all can go for it."
128,14-Jan-2015,HP 15-g049AU Notebook,5,VALUE FOR MONEY LAPTOP. YOU CAN NOT EXPECT BETTER PRODUCT THAN THIS IN THIS PRICE RANGE. I PURCHASED THIS PRODUCT AT 21000 /- FROM FLIPKART DURING OFFER PERIOD
129,14-Jan-2015,HP 15-g049AU Notebook,5,"HP simply rocks... AMD processor fabulous... A8 is faster & better than Core i3... all gud features @ 23,990rs..."
130,13-Jan-2015,HP 15-g049AU Notebook,5,This laptop is worth the money...made my workin quite easy....Looks Classy...Gr8 Processor n Apps are also workin well  I Praise Flipkart n HP
131,12-Jan-2015,HP 15-g049AU Notebook,3,"his is my first android device and I had a thrill in using this device. Good job in making this masterpiece. Pros: Touch is great, nice looks, very fast and no lags, headphone provided is great, very nice his is my first android device and I had a thrill in using this device. Good job in making this masterpiece. Pros: Touch is great, nice looks, very fast and no lags, headphone provided is great, very nice"
132,11-Jan-2015,HP 15-g049AU Notebook,4,This is most certainly a great configuration at this price . I have been using it for a few months now and the only issue I came across is the suspicious sound that comes out of hard disk . The product is under warranty and I am gonna get it checked soon.
133,08-Jan-2015,HP 15-g049AU Notebook,3,"was excited at the price of the product, then later realised i should have spent a little more to get a faster machine. All in all, a decent buy nothing more."
134,08-Jan-2015,HP 15-g049AU Notebook,5,Can anyone please tell me what is the Memory capacity and the graphics card series number of this AMD Radeon R5?
135,08-Jan-2015,HP 15-g049AU Notebook,5,I have been using this product from last few months and till date I have no issues. Its the best product in its range. Comes with all required applications pre-installed and also a lappy bag with it. Very much satisfied with it.
136,07-Jan-2015,HP 15-g049AU Notebook,2,It was really not expected from HP!!!  This is year 2015.... We can't live with 10 years back technology.. :(  Returned this !!!
137,07-Jan-2015,HP 15-g049AU Notebook,4,Lappy is nice with good configuration. Display & key board is also good. Sound quality is very good. But is bit slow because of its RAM frequency is only 800Mhz. But over all nice product on best price.
138,06-Jan-2015,HP 15-g049AU Notebook,3,"Good basic laptop. Good performance. Boots/shut-downs very fast. FK has increased the price from 24K to 25K last week. Probably looking at the many good reviews. But, the keyboard is an irritant. Bad design. The keys are very closely placed. There is so much unused space in this 15+ inch laptop, but has not been utilized properly. The arrow keys are so small, you either miss them or hit 2 arrow keys simultaneously. The prints on the buttons are very dull and small. The function keys are so small and the prints so minute, you need to see very closely to make out the print. You will also have problems with the ENTER, home, end, pgup/down keys."
139,04-Jan-2015,HP 15-g049AU Notebook,4,"Simply awesome ! ! !,  1. I have been using AMD processors for quite a long time and found this product on Flipkart on big billion day sale and finally decided to buy. 2. I was amazed by the quality of packing and service by Flipkart and they never fail to prove that again and again on my every purchase."
140,30-Dec-2014,HP 15-g049AU Notebook,5,"awesome laptop in low price with best quality,,,,,,,,,,,,,.................................................................."
141,28-Dec-2014,HP 15-g049AU Notebook,4,I checked hp site for great winter offer for extended warranty and this product is not listed. Please correct your information. It will be cheating with customer that you are selling the product with wrong information.
142,27-Dec-2014,HP 15-g049AU Notebook,2,"I am not satisfied with this product ,Its very slow you cant work on multiple sites ,processing is very low which irritates me.Another problem is I bought this laptop on 23 dec and yesterday ..means on 26 dec I got a message on a screen that Error: We couldnt complete the updates, Undoing changes. Dont turn off your computer...I am really disappointed and want to return this laptop ."
143,27-Dec-2014,HP 15-g049AU Notebook,5,"I am sincerly thankful to flipkart for giving good offer at christmas (ie 10% off via standard chartered credit card) I placed order at around 8 pm and received my laptop the very next day at 1 pm .  Regarding the Laptop :-  Hp laptops are much better compared to dell . Cost is almost 60% less , processor is really fast built quality is way better than cheap dell plastic , it comes with very latest windows 8.1 . i bought dell inspiron 3 years back at 36k windows 7 hb , compared to dell laptops of recent 2014 which are at 35k-40k this laptop is way better than them in terms of built quality, configuration and suits indian pockets !   Thanks to HP !"
144,26-Dec-2014,HP 15-g049AU Notebook,5,It was delivered on time by flip kart with laptop bag and windows 8 installed. Laptop is running fine . speed is very good and Battery backup is also good.
145,26-Dec-2014,HP 15-g049AU Notebook,5,"Great product from HP.  Contains AMD's top o the line 6410 processor! Got it for 21,990 during big billion sale. It's well worth its current price around 25-26 K.  HP gives 1 year free onsite warranty which I'd to use twice as I downgraded to win 7, 64 bit.  Bluetooth is not working in win 7. That's my only complaint.  The bag, the looks are all awesome.  Use digiflip bass speakers for a home theatre experience.  Thank you Flipkart! That was one awesome deal!"
146,26-Dec-2014,HP 15-g049AU Notebook,4,I ordered it yesterday evening and got it delivered withing 15 Hour...I will rate the product once I start using it.  Thanks Flipkart!!!
147,24-Dec-2014,HP 15-g049AU Notebook,5,"I received the laptop in less than 24 hrs after ordering. The laptop is brand new HP with AMD A8 Processor (~Intel i3), 4GB RAM, Win 8.1 OS. Its a great configuration for my work. I did basic testing and found to be excellent.  I need to install the software needed for my work and test it further.I recommend to others."
148,23-Dec-2014,HP 15-g049AU Notebook,5,"I bought this laptop only for about 17k and every penny is worth it. The battery life is amazing, keys are extremely soft, screen size perfect, lightweight compared to other laptops of this size and after using for about 3 months i can say if have hardly ever faced any lagging. Easy to load as softwares were preinstalled, volume is pretty loud and clear as well.Thumbs up for HP and Flipkart!!"
149,22-Dec-2014,HP 15-g049AU Notebook,4,"Good product/laptop from HP with decent features to use and keypad is also quite convenient. Moreover quite a good service support from HP has been given which was really helpful.  There were few lags like antivirus not given although it was communicated by Flipkart.  But overall Thanks to HP and Flipkart, 5 star rating for customer support given by HP."
150,20-Dec-2014,HP 15-g049AU Notebook,4,"Good product in this price range! Sufficient for most of the routine requirements (entertainment, work related, internet)! Not for gamers though! Good service flipkart!"
151,18-Dec-2014,HP 15-g049AU Notebook,5,"Got it on last month and after one month of usage,writing the review.Overall a good product.If you want a lapto for basic usage like browsing,storing conect,watching movie..go for it.Not fit for gaming or offical work."
152,18-Dec-2014,HP 15-g049AU Notebook,5,best piece with good configuration at this price tag. fully satisfied. thanks to flipkart for giving me this laptop at 20k.
153,17-Dec-2014,HP 15-g049AU Notebook,1,"Guys,  I haven't used the same laptop, but a very similar model with the same processor and ran into loads of problems due to HEAT!  This chipset + processor + GPU generates humongous amounts of heat, which need a very effective fan and cooling pathways design to keep it cool.  HP laptops however, come with very low quality fans, that get choked easily, and also not enough cooling pathway inside.  I have seen temperatures of 98 degress Celsius, before Thermal Shutdown. FYI - I use the laptop on a cooling pad!  Another bad thing about HP laptops is that it is very difficult to open and clean the fan. You practically have to dismantle the entire laptop, before you can clean.  I have had to get two of my chips RE-Balled, and my touch pad panel has stopped working, because of HEAT Damage.  All in all, I will advise NOT TO BUY THIS LAPTOP."
154,17-Dec-2014,HP 15-g049AU Notebook,4,"At this price, you could not ask for a better one! Go for it! you wont regret. No lags, no great delay and with original windows! Got it at 22K"
155,15-Dec-2014,HP 15-g049AU Notebook,4,Good configurations with minimum price (20000/-) only good speed and display with latest operating system WIN-8.1
156,13-Dec-2014,HP 15-g049AU Notebook,4,"Perhaps the best lappy @ this price. Bought last week after a thorough check of Lenovo, Dell and HP. HP is the winner at last. Its a steal at this price, just go for it blindly. Most of the positive reviews are true to 100%. Just ignore the negative reviews, with a WS delivery its a sure Winner!!!!!"
157,13-Dec-2014,HP 15-g049AU Notebook,5,"For this price, you can't get a better laptop. Amazing performance. I also got a laptop bag worth 1k along with the laptop. Top notch! Don't look anywhere if your budget is around 25k. And as always I'm very satisfied with flipkart service. Top Notch!"
158,13-Dec-2014,HP 15-g049AU Notebook,4,product is good & fast delivery. packaging is also good & safe for the product. Only thing that is complainable is screen of this lappy is smaller.
159,12-Dec-2014,HP 15-g049AU Notebook,5,laptop is good for watching movies porn \o/ music sharing but not for gaming .. no problems at all and i bought it for 23ooo
