,Dates,Products,Ratings,Reviews
234,10-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Pros - Wifi - no wires flying around, back to back printing , HP e-print is awesome, easily Configurable, Great colors - realistic colors in photo prints, Scan quality is also decent enough.  Enhancement - Soft closure for Scan upper panel would be great - if incorporated"
235,09-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Terrific fit and print, scan, Copy and especially wireless prinnting and Scanning r amazing..luving this product."
236,09-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"bice printer. wifi work nice, both colour and black prints are awsm. highly recommended.................................................................."
237,09-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"It is a really amazing printer. Now i can send the print from my smartphone, tablet and laptop. The print quality is just superb. I would recommend this printer."
238,09-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,3,I purchased this printer a month ago. I didn't face any problems yet.   HP Cloud print is a feature that I always love to use. I can scan and print documents using my smartphone without having the need to switch on the pc which is great. It also have back to back printing facility which consumes a bit time but is justified.  Ink consumption is high and so not recommended for people having utility for large copies of print.  Color Ink also get depleted faster and page cost is higher.
239,08-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,Got what I wanted. Wifi printing was most important along with printing from mobile devices. Giving 4 stars since FK delivered in more than 5 days.
240,08-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,1,I bought this printer to gift it to my son on his 18th b'day who is studying in Shimla. I went to shimla to attend the party & gifted him this printer & returned back to Delhi next morning. Later next day I got a call that printer is found broken its glass & its hinge. The entire episode spoiled his mood & our centiments with which it was gifted. Now he has to send it back & then the sick replacement procedure.  Flipkart please refund my money asap since I will not be buying anything from you in future.  Please note the same printer was available at Rs. 5400 on Amazon.in but i opted for flipkart considering it more reliable but the end was horribly embarracing for me & my son  Please expedite the refund on SOS basis
241,07-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,i would like to recommend this printer further. this is the one you will always like to have one. i took this from shop. the best feature is this works on wifi. we can command from anywhere with network. very good product from hp.
242,07-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"its my first day of use will let you know about the product soon. ,  the print quality is good. easy to setup wifi."
243,06-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"The printer is great though just for the issues with scanning, the printouts post that is not close to the quality that you would normally would take from a PDF etc. No issues with setting up the wireless network that works seamlessly, have used it for a month now and it certainly delivers in terms of quality, especially the fast draft/economical is fast and way better than what I expected from my earlier printers.  The delivery was definitely great got it on the 2nd day without any fast delivery option"
244,05-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,1,Never encountered such a horrible packaging of an equipment ... Not sure if FlipKart maintains a quality guidance with its sellers .. The cardboard box was damaged all over and almost damaged the HP packing inside.
245,04-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,Excellent product. Easy to install. Easy to use. Easy to setup. Wifi & Hp eprint working superbly. Highly recommended product. However I thought I will get extra set of black and white cartridges apart from the ones included in the box as it is mentioned by the seller on flipkart. HP has an offer going on their website in which u get extra set of cartridges free of cost. However I have not received the extra set of cartridges.
246,04-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"This printer is a gem of a product made by HP. Installation is flawless and butter smooth. Most Importantly, print and scan quality is top notch. Also Cartridges for this printer are available at an economic price as compared to canon and other brands. A must have for every home for convenient and easy printing from anywhere across your home."
247,03-Sep-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"I have just placed an order for the printer. First it told me that it will be delivered by 12th September and after I paid the money, the delivery date changed to 16th September.  I mean the true face comes as soon as money has been obtained.  FLipkart, I had good trust in you. Such cheating s are horrible and I may never buy again from you.  Now I am worried if they will deliver the correct product and in proper condition"
248,31-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"About Flip kart  I bought this product 2 month back. The product was delivered with in 24hrs.    About the Product  The product is very versatile and user friendly. Very useful for home use. Wireless printing option, quick setup are all nice features. Initially face some issues in the wireless setup, later after installing and scanning the ""HP Print and Scan Doctor"" the issue is sorted out."
249,31-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Its an nice printer, and as usual, Flipkart service is perfect, delivery in just one day..  I am really very satisfied with Flipkart."
250,31-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,1,"Flipkart is not providing any warrenty slip or anything mentioned related to that in invoice. Whereas on other online sites it is there. If something happens to this product in a year, you will not have any warrent , if you buy from flipkart. So please don't buy it.   When I asked customer care executive Arpit mitral today on this , he was clearly mentioning that flipkart is not authorised to give the warrenty. I asked him to give me mail that in the warrenty period flipkart will take care of the issues, as flipkart is not giving us any warrenty proof, then he mentioned that they can not write this in mail.  So even after pYing the whole amount for new printer customer is getting the warrenty, so no point to waste our mony , buy the printer from other site"
251,28-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,1,i used to buy many products from flipkart but its over its one of the most unreliable website and customer care executive don't know anything about how management works here. i got this product on 25th of august delivery was fast as usual but they provided a defective product. When i asked for replacement their executive assured that replacement will take place till 28th august but now they are telling that their technical team will call today. I have been telling them about my issues about getting replacement as soon as possible but now everyone is trying to make fool of me. Good bye flipkart. Never gonna buy anything again and will suggest that never buy an item expensive than 1k from these frauds.
252,27-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,Good Printer.All in one with wifi.compatible with smartphone.User friendly.Best Printer to buy for home use.
253,27-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"I brought it with a laptop, Asus X200CA-KX072D which is another amazing product ! This printer is a cheap printer ! All the features are amazing and easy to set up ! I got a faulty one first but then they exchanged it ! though there was a bad employee as Ekart and he never got to my house and everyday made a new reason ! So I conplaint and then they changed the delivery man and cool ! The Replacement came to me ! Only disadvantage of this is ink cost ! Its Rs.480 for tricolor and prints only 80-120 pages ! and the Black Ink is Rs.440 which prints 800 pages !"
254,26-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"I bought this printer last week and got delivered in 2 days, appreciate Flipkart services Easily configured the printer my laptop by using USB and started using it.  Also tried to take printer through WiFi which is very simple. I am facing challenges to configure in my home network.  Tried scan, copy, the quality is very good.   In all I am very much happy with the product till now, it fulfills all my printing and scanning need, without the hassle of connecting a USB cable to my Laptop everytime I need to print something,   I can easily give a print from my mobile phone."
255,24-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,This printer prints outstandingly. Best print quality. Fully satisfied. I am printing everyday.
256,22-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Overall very nice product. Flip-kart packaging is really worth it. with all air bubble plastic and wrapper with original box covers with an another box. it works charm with wifi options. no need to switch on the comp. from ipad you can scan, take print out with HP eprint apps. must recommended for all in one printer."
257,21-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,Excellent product. Easy to setup. Excellent features. Value for money. Completely satisfied. I highly recommend this product to others.
258,20-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Received the product before the mentioned date, however Flipkart delivery mentioned the product was about to reach next day, but the delivered 2 days later the purchase as product was sent to a different address. Not something unhappy about as still happy with the service.  The Printer itself was a breeze to install on Windows 7. Works like a charm from Ipad over wireless printing and scanning. Not a fan of the app though as takes a lot of space for nothing!  Color Ink net weight seemed less than the Black one. Not sure if that should be what it is. Overall recommended for home use at this price range."
259,18-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,3,"1. Printer quality wonderful. 2. Eprint is such a helpful feature. Now I can print on the go provided my printer is connected to the internet. 3. Wireless direct helps a lot to print sitting on the laptop from another room without the hassle of connecting the USB everytime.   Con: 1. Instructure manual not very helpful. My first print information page did not get printed automatically and it was quiet an hassle searching for the printer ID.  2. I am very disappointed with the scanner quality; its not crisp and looks slightly blotted when scanning documents. Photos again are not scanned with good resolution. Inspite of trying out scan in different resolution the output remains same!  3. If you are impatient and looking for high speed printer .. this product is not for you.  In conclusion, if you want a good printer with cloud printing features and are ok with low scanning quality only then go for this product."
260,16-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,This printer offer multiple connection options to connect and print. There is an option to print in draft mode. Easy setup and user friendly interface present on printer LCD display itself. Glad to transact with Flipkart. You guys gave prompt delivery service and nice price too.
261,16-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"Fast shipping by flipkart and got it in a very good offer.   This printer is fast and is very silent. Paper loading tray is bit small. Paper got jammed once and I found it bit hard to clear it up. But later found out there is an easy access to the rear side of the printer incase there is a paper Jam.   Over all, happy with the purchase."
262,16-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"Quite happy with the way Flipkart works, the product was delivered 2nd day on standard delivery.  Installed and working fine, got a deal which no one could match.   Only issue, scanner does not give option to PDF, may be am missing something,   All in all, perfect product for home and a great service provided Flipkart...."
263,15-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,If your digging for a printer then stop right here. It has all the required things which a printer needs to have. So I definitely recommend this printer. Given below are the pros and cons for this printer:  Pros- Good Quality  Print speed is good  Good control LCD display  Scanner is very good much better than the scans which you get from photocopy shop  Cons-Fragile parts. Chances of damage while replacing cartridges  High Ink Consumption  As I have two printers now both for home use. One is the HP Ink Advantage(Inkjet) and the other is the Samsung ML 1640(Laser Monochrome). I use the Samsung for Black and White printing and use the HP for color. So since the quality of the print is good I definitely recommend this printer
264,12-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"HI, I have recently bought this printer. Earlier I was confused between cost and maintenance but this printer come up with a cost effective solution . First of all cartridge cost is lower than canon almost half of it. Print Quality, Scan Quality ,Copy quality is good.  For Home use I would suggest this printer."
265,12-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,Does what it says and comes with excellent Linux support from HP. My Linux version had the HP drivers & software pre-installed and I had to add only the Scanner driver support.  Print quality at Draft mode is amazing in itself.  Scanned few old photos and very impressed with output at average resolution. Copy mode works well too (tried only B/W so far).  Will update later on ink levels.
266,09-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"It has everything. Print, Scan, Copy, Wi-Fi enabled, wireless printing, Display screen and with both color and B/W printing. The first package that I received was not working, I called HP and the technician who came said that its a manufacturing defect. As usual Flip-kart replaced it promptly without any complications. This is my first printer and I am pretty much satisfied buy its simple yet smooth performance. Go for it.  P.S. It can print both sides simultaneously."
267,08-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,The service from flipkart was very good and the item was delivered on time.  Bought this product after a lot of research. The product performance did not disappoint. A good value for money product.
268,08-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Amazing printer 1. Fast Speed 2. Prints look great, even colours are good 3. Wireless functionality is awesome! 4. Setup was easy  Bad Points 1. The size of scanned pdf files is too much. I lean like 5 Mb for a single page! 2. Scan quality if just okay 3. Scanning takes quite some time. 4. Colout prints take up a LOT of ink.  I would still rate it 5/5 because print functionality is too good. Check out alternatives only if you need fast and top-notch scanning. Otherwise go for this!"
269,07-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"Hi,  This is my first review. I'm writing this review after spending one day with this amazing machine. Previously I used to have HP All in one very old model. This wireless printer has many unique features :  1 . Two sided printing without any manual efforts. 2. Any where wireless printing, where even you can have a log of all your prints. 3. Secured printing email address. 4. Maintains Complete statistics like number of pages scanned, number of pages printed etc."
270,07-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,About Product   One of the best printers in this Range  Offer flipkart giving to their customers are best Nice Design  Awesome performance takes 3 to 4 sec for a printout.  Feature Double sided Copy is great. Wire free Printing a different experience  You can print directly from your phone and above all the cost of Ink Cartridge is Jusr Rs 450 What better you could get :) Collectively a complete package anybody would like to have for their home based needs  About Flipkart  I Trust flipkart a lot every time the delivery of the product has been prompt and before or I should say Much before time the reason is Flipkart and their courier partners  but this time got my consignment 2 days late just because of Ecom express ( the worst Courier partner may be ).
271,07-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"Its a very good printer for home purpose, and lots of features, tried AirPrint and ePrint ,The only thing is its too delicate to handle. I definitely recommend this product , bought at price of 5600INR."
272,06-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"A great product . I was bit hesitant to go for a wireless printer as i was not sure how i can utilize the feature . But to my surprise it was very easy to configure . It can be used as a network printer where the printer can connect to a wireless router ( i have one for my Asianet broadband , belkin ) and your laptop connected to the network can use it . It has a direct wi fi option also which can be used by your smart phone and tablet . you can download hp app and it is very easy to use .Another option is through Android you can connect to this device ( i am yet to try that option) . Hats off to flipkart for the service experience they are simply great , product arrived in two days!!!!!!"
273,06-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"I am using this printer and good product to buy. For fliplkart nothing new, fast delivery, sealed product and very good service plz do not panic.PLZ buy this if u want  I one thing cant understand why flipkart stops to deliver printer to pin 146001?"
274,05-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,Its amazing printer  Great copier.  Works on wifi too  What else one want? What else one want? What else one want? What else one want? What else one want?
275,05-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,A very good product from HP and good packing from flipkart.I recieved this product in just under 18 hours.This printer can print nearly 400 black pages with some graphics on them.Maybe it prints 480 pages only with text.
276,05-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,Hats off Flipkart for the immediate delivery and packaging... You people were awesome!!! Overall good printer.... Build quality is superb..... Easy to handle....... Easy to install.... Nice and cute printer for home use.
277,04-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,IT IS A VERY WORKING PRODUCT.BUT FOR ME I WAS LITTLE UPSET THAT MY PRODUCT WAS DELIVERED SO LATE IT TOOK ABOUT 3/4 OF A MONTH.
278,02-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,Awesome Experience of Air Print. Easy to install instruction with and without routers @ home. I have installed it in my drawing room and gave print command from my HP tablet from one of my neighbour's house and to my surprise it worked very well. An Additional security feature (already in this package) is required to avoid any external print commands from others. Fast printing and an added advantage of HP Photo Creation Software. Creates multiple and easy photo albums.
279,02-Aug-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"About FlipKart : ------------------------ 1. I place order on friday night and item delivered by Saturday evening - Thats around 20 hours !! 2. Got this item at a 15% discount, so cost was bit cheaper than all competitors such as ebay,amazon and other electronic shops  About Product ------------------------ I was looking for a printer at home and after studying various brands such as Canon,HP, Ricoh,Epson etc. felt HP will be value for money in terms of price and ink refill, service etc. This printer comes with copy,scan,print and photo printing capabilities along with Wifi. And has E-Print and 2 side printing capabilities.   I Initially started with 1515, then 2545 and finally ended up buying 3545 :)  Pros 1. Very easy to setup, up and running in no time 2. Wifi (Same as 25xx series) 3. eprint - Can print from any corner of the world by sending to printer email id(This is a feature present on 35xx series. 25xx series does not have eprint option) 4. Photo print - 35xx series onwards, dont know what this means, even 25xx printers can print it 5. Uses 678 type cartridge, its economical compared to the ones found on 15xx series(802) Those are costly to print. 6. Got free cartridges ( 1 color and 1 BW) 7. Plug and play on Linux(Ubuntu) 8. Support for 2 side printing(Again 15xx and 25xx do not have this)   Cons 1. It printed 2-3 of test pages in color and Already i see the color cartridge is showing 10% less !! HP Claims around 120 pages on this cartridge 2. Wifi direct option not working ( should work like a range booster ). May be i need to explore more on this.  I will update my review after few weeks to share my feedback."
280,31-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"I have received with HP lappi as a combo offer.. The Look was awesome, Portable .... Excellent Wireless performance.. The printing cost is very less when compared with other printers.."
281,27-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"As usual it was really fast delivery from Flipkart, in 18 Hrs.I used this all in one printer for a while & so i am posting my review.  Pros:- 1) Very easy to unpack & install. 2) Its really value for money for the features its offering like wireless connectivity,scan copy,double sided auto printing etc. 3) Print & copy clarity is really awesome even at normal mode. 4) Photo prints are excellent 5) software interface is ok .  6) Print & Scan speed is great for home use. 8) Setting up wireless is very easy on smart phones & PC/Laptop Cons:- 1) Sometimes there is issue with MS office not printing. 2) Its glossy and attracts dust. 3) Ink consumption is bit high & the available cartridges is small in capacity."
282,26-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"A very practical purpose, all-in one printer. My usage requires that I have scanning, photocopying and printing functions available. Add to that the convenience of Wi-Fi, 'print anywhere' options, this makes it an awesome product! Haven't tried the claim of printing through mobile and tablet devices since I have never come across that need.  The ink consumption seems to be very nominal when compared to the other ink guzzling deskjets and inkjets (if you were to believe the ink levels displayed in the printer itself). So if you have a very nominal printing requirement (this is not meant for hardcore printing purposes; go for a laserjet in that case) this is the product to get!"
283,26-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"The print quality is very good, but I would hesitate to print a A4 photo due to high ink consumption.  Wireless works like a charm. I could print from almost all my wireless devices like my desktop, laptop, ipad, iphone etc. This would serve as an ideal printer, for domestic use."
284,25-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"I have been an HP Deskjet customer for over 10 years. Over these years I have used about 6 different models of HP Deskjet and I can say that this printer is the best of all I have used till date. The printer is good enough for most of home use cases. Good quality and economical printing. To mentions a few cons (which I really don't bother but listing just for the sake of sharing this information).  1. The startup up time of the printer is somewhat more than all the printers I have used till now. It maybe bcos of more functionalities in the printer and also due to less memory (32mb). The next model comes with 128mb but I think its not worth that money.  2. While printing, the printer itself shakes and it shakes the table on which it is placed also.  3. I guess this printer does not feature WPS. I had to manually enter the wifi password for it to get connected to wireless network."
285,25-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,1,"After reading such great reviews on this printer, I ordered this printer. However, the printer was dead on arrival. It kept on saying that there is a paper jam - even before the printer was setup completely. I contacted the HP support. the service engineer came 3 days after I complained. Upon inspection, he said that this printer is dead and needs to be replaced.  I contacted Flipkart for replacement (btw, I had to wait for more than 15 minutes before they picked up the phone) and they said that someone would contact me in 24 hrs. After waiting for more than 48 hrs, I called up again and again the same standard reply - someone would contact you in 24 hrs. Till now - no luck with them.  It does not look like Flipkart has been professional at all.   I would not recommend anyone to use Flipkart - go ahead and use Amazon instead."
286,24-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,3,Gud user friendly multifunction printer! Got a deal of 6k frm market and guess wht my works became easy...direct wifi is awesome and scanner is gud quality..but this printer is ink thirst but with proper settings u can save ink and catridge price seems affordable. Best suit for home use with a weekly print of 10 to 20 print!
287,23-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"I was impressed with this printer nicely designed, no issue in connectivity.I mostly use mobile for printing .Good HP mobile app, From mobile app we can manage printer it can print ,scan from mobile and you can check ink level by using app .overall satisfied"
288,23-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"My first wireless printer.. Sleek and attractive.. Display quality is basic.. Print quality is nice but wireless printing quality not so good, may be required some sort of setting.. Might be slightly more expensive on cartridge side.. I use it sparingly hence no issue.. Print quality and quickness is impressive.. You simply rely it for your basic needs.. Just go for it.. if your use is 5 to 10 pages per day.."
289,22-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"Bought this to address my child's project needs. The idea was to print straight from iPad without needing a Laptop as a go between. I could set up the printer wirelessly just from the tiny LCD screen on the printer. The printer is fairly fast and produces good quality results for home/school use. Its silent and smooth. Prints from iPad, Nexus, Mobile Phones and of course laptops. Apparently one can even print remotely by sending the content to print to a predefined email id as long as the printer is connected to the internet. I have not tried it yet. My main gripe is that printing works fine from ipad only when printed from Google's chrome. For reasons I'm yet to figure out, any picture downloaded into iPad's photos app prints muddy with borders cutoff etc.,  There are absolutely no settings to tweak with iPad based printing (even HP's own ePrint prints only muddy pictures with borders cutoff). Not sure if this is an Apple problem or an HP problem.  Except for that, this is a good value for a wireless printer."
290,21-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,Hi I bought this printer from another e-tailer. The product is just awesome. I bought this as I felt it would help my toddler in his studies. It actually does. It's a cool Print/Scan/Copy device that would cater to the home needs. The print speed is pretty good. I didn't try photo printing yet. One of the cool feature of this printer is that it can be configured to host a wifi connection on it own. So you do not have to connect this to a router or through any usb cable. Though I've connected to my router and use the same wifi as my internet for printing as they both are in the same table. Setting up was a breeze. I had watched an unpacking/setup video in you tube and it really helped. If you are looking for a basic printer will multiple capability like scan.copy then go for it. I'm not sure about the maintenance cost/ ink cost as i'm yet to use it to the fullest. I guess it would not be a big deal for home use. It also a small LCD panel which shows the printer status and other settings. Very handy.
291,20-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Nothing new to say about flipkart...as usual they delivered the product in a couple of days.  Regarding the printer...it's an excellent product. The printing, copying and scanning quality is very good. Also, I could connect to this printer from my ipad, mobile phone very easily.  I had to put some effort to install this printer as a wireless printer on Ubuntu (Linux) but once I configured it, it worked fine. However, I still need to figure out the installation procedure to get the scanner function to work.  Overall, I'm very satisfied with my choice of this all in one printer."
292,19-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,It's always a pleasure to shop online with Flipkart. As usual they are doing a fantastic job and i got my HP Deskjet Ink Advantage 3545 printer the very next of ordering the product. I am completely satisfied with the product and Flipkart.
293,17-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"I have heard there is a US giant eCommerce site that has better prices, I tried exploring them. However, when I came back home (Flipkart), I felt the product description, the reviews, the pricing was the best here as compared to other portals.   I was terribly confused between Canon and HP, but thanks to the reviews on Flipkart, I chose HP and am happy with my decision at least in the first week. One comment on Printer - Be careful when you lift the base (that has ink etc.). It gets locked so that it doesn't fall which is good. However, when you want to bring the base down, one would assume it will come down slowly BUT it falls abruptly making a BANG noise. I was taken aback when it fell down and thought something would have broken. Hope this helps!"
294,17-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,Never thought that flipkart will be delivering the product very next day of order in Mathura. Very easy to use and install. Scan to image is not working properly. Scan to PDF is excellent. Printing & photocopy functions works well.
295,17-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Very good for home use and it is wireless printer so that we can print wherever we want in home  Delivery got delayed for my order. Now days flipkart delivering through their own e-cart logistics, they have very poor delivery service. Instead of e-cart delivery blue dart delivery was good."
296,16-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,Printer works well. Wireless and duplex printing options provide convenience. Scan and copy works great. However my black cartridge get damage and not accepting. I have to order new cartridge.
297,16-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Good printer, works via wifi really well wid my imac as well as with my hp windows 8.1 totally worth the 5.5grand i spent on dis"
298,15-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"I ordered the HP 3545 through Flipkart. I had carried out the usual research of pros and cons. The printer/scanner/copier was needed in an emergency for the teenage son who had to submit his Xth std project. The printer has the advantages of being wireless, easy and simple to maintain and operate. Setting it up was elementary. The instructions are to the point. Print quality (colour/B&W) is very good.Scanner and copier are flawless and suit requirements of home/small office.  Flipkart's website was easy to access. Their ordering process is painless. Their delivery was as usual - before time and professional."
299,14-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,Printer works well. Wireless and 2-side printing options provide convenience. Scan and copy works great. Was expecting better print quality and speed. You may have to occasionally realign cartridges to improve print quality.
300,13-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"Go for it if you are looking for excellent inkjet around rs 6000. Flipkart delivery was excellent, well packaged.  Wi-fi was easy to setup. Had to struggle a bit for wi-fi direct setup but works well.  Only -ve I see is delicate buttons on the panel."
301,12-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,I am very satisfied with this product. The quality of print is awesome and the ink consumption is quite economical. I hope this feedback will help you to close the decision incase of any uncertainty.
302,11-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,1,"Not about the product actually, but about flipkart service in trying to buy the product. I have placed order 7 days back and paid fully through net banking, supposed to get delivery on 8th july. Unable to get the product till 11 th,(with out any explanation from MD delivery). I have raised a complaint, the official called me (after 2 days) today and if I confirm the order then will deliver the product after minimum delay of 4 WORKING days, that too they they will confirm after placing the new order. Frustrated by the delay I have to cancelled the order.The refund will take, I don't know how many days (they have said after 4 days they will 'initiate' the process).   My advice to all, always opt for cash on delivery, if you, at all have to order through flipkat!!"
303,11-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"Fantastic features and function...especially wireless. Printing quality is good....No.1 choice for home users....product is little big, rest OK...Go for it"
304,11-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,I have brought this product two weeks back. Thanks to flipkart to deliver within two days. PROS: 1-Convenient all in one device (PRINTER/SCANNER/COPY/PHOTO ) 2-Printing speed is very fast . 3-Supports all types of printing sizes. 4-Scanning unit is large. 5-Clear and neat printing. 6-Good lcd display.  CONS 1-To set wireless a modem wireless reuter is required. I didnt get anymore cons so go for it guys. Its a good printer from HP. More convenient stylish and economical. 2
305,10-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"The product was delivered in impeccable condition. Took 3 days to deliver in Colaba, Mumbai. Disappointed not to have one day express delivery option."
306,06-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,I am a teacher and it solved my purpose. Every second day i need a print or xerox for which i won't have to wait anymore to reach school and get it done. The moment my paper is ready i can get it printed without a second thought. Its colour printing is also very good. It is a good product. Very happy to have bought it.  Flipkart packaging was great. It took around 15 minutes for me to open the package. It ensures the product safety.
307,03-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,This Printer is really good for home printing. The print quality is decent. Ink usage is well controlled. It offers you great connectivity and you can print from anywhere in world provided you have the wifi on and printer connected to it.
308,02-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"This is a best printer for home use.  But some issue from HP, Why not come for demo???............................................................................................................................................................................................................................................................."
309,01-Jul-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,"This printer I Bought it From flipkart online shopping.. The Printer is Very compact stylish ,descent ..it is all -in-one printer which can scan,copy,printout, has wireless network.. from which we can connect pc.laptop,smartphone (android,windows) tablets.. the cartridge 678 is very good ,,,and print 480approx.. pages....the user interface is good..and very ease to operate...this printer alsoallows 2-side printing...THUMBS UP..GO FOR IT>>"
310,30-Jun-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,5,We are very happy with service delivery and checking facility before buying.  We are glad to buy with goods from flipkart.
311,30-Jun-2014,HP Deskjet Ink Advantage 3545 All-in-One Wireless Printer,4,"includes copy, scan, print, wifi etc.,.....It is very good for this price..... also the quality of color printing is good...."
