,Dates,Products,Ratings,Reviews
72,31-Jan-2015,HP 10 Tabl,4,"the product i found fine for me, i bought it for my parents to be used for talking to me on skype.... the tab works smoothly...at-least it good for neophytes like my parents.  there are some cons as well...  1) camera, as usual for all tabs, is not of a good quality, for this tab, camera takes video looks too dark 2) its a bit heavy.. .but off-course for this size it may be acceptable if you dont hold it for long 3) Difficult to find standing cover in market for this tab  If you are fine with these cons, go and buy it. I am 80% satisfied with this this product"
73,26-Jan-2015,HP 10 Tabl,1,I have purchased it for entertainment purpose only and find it good for that.camera quality is very bad.no calling facility.otherwise good.
74,17-Jan-2015,HP 10 Tabl,4,after 3 months it is working very good. display and connectivity also very good.battery life is nice.
75,17-Jan-2015,HP 10 Tabl,2,bad quality look also not good hp disspointing me................................................. dont buyyyyyyyyyy
76,16-Jan-2015,HP 10 Tabl,5,"This Tablet is for my Dad who uses MS-OFFICE, Youtube and Chrome browser. 10 inch screen, is a good screen size eventhough display is not stunning. . It is reasonably good.  I have never experienced any lag on using these applications..  Battery back up is also good..."
77,15-Jan-2015,HP 10 Tabl,3,"Some are not working, Blue tooth, memory cord slot. But it is useful as an educational tablet......................................................................................"
78,14-Jan-2015,HP 10 Tabl,5,the hp tablet has many good features in it..thank god i bought in offer price..good tabet and a good value for money
79,13-Jan-2015,HP 10 Tabl,5,"I bought this tablet from flipkart .Before buying this I searched all the reviews from all the sellers.But I found no one is willing to give good opinion about this tablet.With lot of doubt in my mind I bought this HP 10 tablet from flipkart.The reason is Flipkarts return policy.Now I like to give my sincere expereince with this tablet.Good built,Nice&silky screen.I put my 3G sim& 32 GB micro sd card.Working nicely.Then I have tried with 2 Micro usb holder& working fine Camera also good.Battery backup good.Then I used the tablet vigourasly for 5 to 6 days.I found no problem at all.Now I am very comfortable with this HP 10 tablet.."
80,09-Jan-2015,HP 10 Tabl,5,I gifted this to my mother she is using it. It's a Value for money and bought through flipkart. The package was good it was delivered as mentioned by the flipkart.
81,03-Jan-2015,HP 10 Tabl,5,"Good Product Mfg By HP, Service of Flipkart is Very Good I got my Tablet in 3 Days in very Safe Packaging. Thank U"
82,31-Dec-2014,HP 10 Tabl,4,Its really good value for money. also the packing is really great when I received thanks to flipkart.
83,27-Dec-2014,HP 10 Tabl,3,Excellent tab but Hangout do not work with Video. I confirmed from HP too and they said it needs software update to enable the same. Camera quality is on little bad side but OK
84,22-Dec-2014,HP 10 Tabl,5,I bought this tablet for a kid to use it in school and I must say that this is the best in the price range which is available.
85,11-Dec-2014,HP 10 Tabl,1,"I recently bought a HP 10 tablet in July 2014 from Flipkart. Flipkart delivery was excellent. In the month of October, something went wrong with the tablet and it doesn't even start. I took the tablet in your HP service centre in NOIDA named JABIL, and they return the tablet after 3 weeks, which does not perform as it used before. I drop the tablet again at the service center on Friday- 4th December to resolve the issue. Its been full one week and still they aren't able to resolve the issue. I am completely dissatisfied with the service of HP and product of HP. Guys please dont buy products of HP."
86,08-Dec-2014,HP 10 Tabl,4,"Tab is really good, movie quality is really good (more than HD) what else you want in 10k. Someone says it does not support pen drive..... but support pen drive with a small app. One should know the use of apps. i cut one star for lower battery backup... other feather are really good.i bought saco 10 inch keyboard case which is very much suited to this tablet. overall i m happy with this tab and service provided by flipkart."
87,01-Dec-2014,HP 10 Tabl,5,"when i saw the review many of negative is be there so ithink to buy this hp 10,my use is looking photo and videos,rowsing data is this ok or not pls help me"
88,19-Nov-2014,HP 10 Tabl,3,"The product is working well as expected, my daughter love to play with this. however it is little heavy and display is not up to the mark. HP could have provided better screen resolution given it is 10 inch display. Also it is hard to find the case for this tablet.  I can only give 3 star to this tab.   Please let me know if some one find a compatible case for this tab."
89,08-Nov-2014,HP 10 Tabl,5,"I purchased this product 20 days before. working well. can connect to TV through HDMI out put. TV output is great. Can view Youtube, gmail, anything in TV. Thanks to HP providing this product for less cost with great features."
90,01-Nov-2014,HP 10 Tabl,1,"Please don't buy it beacause  1.It has a sim slot but so poor network reception that you have to sit on mobile tower for network reception in it. It shows zero network bar even when Nokia XL shows Full bar. I tried sim cards of all gsm operator but same problem. 2.After 10 days of use it stopped working. No response.Next day it started automatically. 3.After 20 Days its screen stopped working. 4. No warranty support as i checked on hp website.  At first Flipkart rejected my request for return but ultimately Flipkart returned it. I appreciate excellent costumer services buy Flipkart I am very sad and I don't want you to be, So please don't buy it even if it is being sold at one thousand rupees."
91,28-Oct-2014,HP 10 Tabl,4,"Purchased through flipkart this Hp10 tab, its very much working and very useful for my ppt presentation. This model is good and useful for my product presentation at customer level. Easily loading all program mes and get ready very immediately. should wait to tell about battery performance."
92,23-Oct-2014,HP 10 Tabl,3,hm a average product.please help me some one do get the 3g setting in the tab am now using only 2g as it shows E but onday unknonly it shows H and 3g was on.but plz help me to set the 3g settings. my mail id is - pattanayakpurna189@gmail.com
93,23-Oct-2014,HP 10 Tabl,1,"I WAS VERY DISAPPOINTED WHEN I SWITCH ON THE PRODUCT, THE TABLET WONT WORK IT WONT START, THE SCREEN SHOWS LINES ONLY. I FEEL CHEATED AS I PAY THROUGH MY DEBIT CARD . THANK GOD FLIPKART HAS ONE MONTH RETURN POLICY. I PACKED THE PRODUCT AS IT IS WHEN I GOT, AND NOW WAITING FOR FLIPKART PERSON TO COME AND PICK THE PRODUCT FROM PLACE."
94,20-Oct-2014,HP 10 Tabl,5,Excellent product for the price (mrp of 20k is unjustified. Got it for less than 10k on flipkart). Excellent packaging and delivery as ususal by flipkart. Display very good. Sound quality not as good as ipad but good enough.
95,19-Oct-2014,HP 10 Tabl,1,"Booked tab on said big billion day.  Found same problems as faced by most reviewers.  USB slot not working. Not reading memory card.   Even not able to transfer file to tab internal memory.   Disappointed. Requested for replacement. Let's see.    Bye bye HP. If they would have been serious, they must have learnt from previous reviews. It seems almost every second buyer has seeked replacement.  Feeling guilty for big billion day - can't get money back.  Pls consider reviews seriously before buying."
96,18-Oct-2014,HP 10 Tabl,1,Flipkart has given discount on big billion day sale with the price of 9999 and next day shows the prices as around 19k slowly now giving on 10999. Means it was a big game to fool customers. Although the product has not reached till date.With all false tracking information and several calls and promise it is still undelivered. I shifted the place and the order address cann't be changed as per them because it has been shipped as per their comment. But actually it is not shipped til now. zero point actually to flipkart. and amazingly they say my pin code (received mail on the promised delivery date) is incorrect. Amazing flop show.
97,16-Oct-2014,HP 10 Tabl,3,Its worth to buy a tablet at this price (10k - 13k). I strongly recommend you are the first time users of tablet. pls start with this.
98,15-Oct-2014,HP 10 Tabl,4,"The tab is awesome if you are looking for reading books, editing documents & some low end games.  This is surely not for you if you want to take pictures with it or play high graphic games.  The internal memory available for user is 5.75 GB, if an SD card is added it gets stuck, so basically 5.75 GB is all what you will get. I ordered it for its size and for its prize on big billion day which was 9k, its a very good buy if you get it at that price. First when I got the device the ports were not working, got it replaced and now the replaced device works fine. If you buy it make sure you update it before draining the battery. 4 stars just because of the price I bought it, 9k. If you are planning to buy at its usual rate which is 14k, don't!! You will regret it later... Go for some other device."
99,12-Oct-2014,HP 10 Tabl,5,one of the best tablet which i have used  its features at this particular price is awesome and on important thing is it is a product of one of the best brand in the world so i will suggest this to everyone.
100,11-Oct-2014,HP 10 Tabl,4,Probably i am one of the luccky customers on big billion day. Excellent product and shipped in 2 days! Enjoying the brand new and HP authorized product.
101,10-Oct-2014,HP 10 Tabl,1,"Better go for Dell venue 7 ,3G model. That tab is within budget and performs way better than any tab in price range of upto Rs 20,000."
102,10-Oct-2014,HP 10 Tabl,3,"I got this tab in 9999 DAT to within 3 days. For this amount its worth enough. I am not a die hard gamer so this tab budgetwise+ configuration suits my taste. Tab finishing is good I am afraid of the finishing touch and edges..Its good for watching videos, surfing, and reading books and attending online lectures... Most of the android tabs won't support flash player but there is always a loop hole which you need to find, search in net and your job will be done. Battery takes 2 hrs to charge fully ..it will run for 5-6 hrs video or 8-9 hrs music+ netsurfing once fully charged which I liked the most.   I bought this because of price + 10 inch screen size + HP brand. If you buy 7 inch tab also you can't carry it..go for big...  Only drawback its heavy(mini laptop) also you won't get flip cover for this easily. Also I don't know y m unable to register my product in HP registration portal. Have to talk to HP support team regarding this."
103,10-Oct-2014,HP 10 Tabl,4,It is worth for money. I couldn't get the screen guard and case cover. Performance is very good. Camera quality is not good
104,09-Oct-2014,HP 10 Tabl,4,"Really Thankful to Flipkart for Big Billion day program  Performance of this tab is good, but some of its features are not working like additional USB port is not connecting and Bluetooth is not working at all.  Apart from the above rest all is working fine, it suites very well for Movies, Pictures, video callings, Games & browsing picture & sound clarity is amazing.  Battery is also fine, its not getting heat while charging are using it for long time also.  Good at this price segment and for branded lovers go for it really value for money  Krishna"
105,07-Oct-2014,HP 10 Tabl,1,wrost product i ever seen hp 10 .so my advice is dont't buy it 's look like very cheap china product......so i don't want say more .who is reading this plesssss don't buy .because i am regretting now .so i don't want to other people do same.plesss
106,27-Sep-2014,HP 10 Tabl,4,"i have been using this tab for last 1 month. really happy with this tab. battery back is almost 10 hours, responsive touch, fast and smooth functions. but camera quality is not good at all but you get what you pay for. but seriously guys this is worth buy."
107,26-Sep-2014,HP 10 Tabl,4,"Good performance for this price. Cant get a 10 inch tab at this price. But u have to compromise the screen clarity which is low at 160PPI. As many other reviews shows, one of the USB port does not work. think it is a dummy here, that is used in higher end models.  Received product in 4 days. Packaging was good and secure.  One big disadvantage is the weight of the tablet. if u use it for about half an hour, you fell like keeping it down because ur hand pains. Better buy a case / stand.  Camera - Rear - Pretty bad - not even a VGA. Front - Cannot say anything - not usable.  That too indoor photos are very bad.  But afterall at this price u cant expect any tab with 10 inch screen and 3G sim."
108,19-Sep-2014,HP 10 Tabl,4,it is best tablet in its class....i bought this frm flipkart...n using from 2 months......its good n very much usefull
109,18-Sep-2014,HP 10 Tabl,4,"i am purchased for my son 4 years old. he love more this tab. but only problem is less accessories avilable like case and cover. the price going down , i have purchased 17K but now price dropped to 13K."
110,11-Sep-2014,HP 10 Tabl,4,One USB port not working even after replacing the item. Problem remains the same. Otherwise good one.
111,29-Aug-2014,HP 10 Tabl,4,"Dear All,   I have bought this product on flipkart and waiting for it. I know it wont be a long wait. Based on reviews, I think it would be good product. I was looking for a compatible cover/ case for this product but found none. Can anyone help??  Anuj Jain"
112,27-Aug-2014,HP 10 Tabl,3,can i buy this product? is this tablet having sim slot.......................................................................................................................................................................
113,24-Jul-2014,HP 10 Tabl,3,"Quite good for reading pdfs, ebook which is my primary aim for this tablet. however the build is quite poor and the ports are misaligned. the battery performance is poor, the aspect ratio is not too good either. However three weeks into getting the product, its utility is quite great, but that is just the idea of tablet and not THIS tablet. I had seen an micromax large screen device in an showroom that looks and feels better as far as short term usage was concerned. This should be priced cheaper than Rs 15k now, would be a worth buy for Rs 10k. Some issues with SD card as well, need to connect when system is on, need to reconnect after a reboot."
114,16-Jul-2014,HP 10 Tabl,1,sir can you send screen shot of it? i want to purchage it fot reading purpose.is it good to read pdf
115,12-May-2014,HP Slate 7 Voice Tab,3,"Flipkart Review: 1. As part of Go Green Initiative, Flipkart no longer give hard copies of Invoice. However i am surprised not to have received even soft copy after three calls and one mail. It is four days now and no mention of Invoice from Flipkart. In malls i have often read board ""Item Free If No Bill !"" Is is applicable even here ;-) ? 2. In order to promote One and Same day delivery, i have noticed delay in standard delivery timelines.  Update: Just communicated with Flipkart to understand the reason for failure to provide me Invoice Copy. Was surprised with the attitude of Executive who said THAT IT IS ACCEPTABLE AND COMMON TO MISS INVOICE COPY AS COMPANY DOES 1 LAKH TRANSACTIONS A DAY. Executive refused to take a complaint and also denied taking feedback to improve. Wonder has Flipkart ever heard of Six Sigma ?  HP Voice Tab Review: 1. Voice clarity is terrific. 2. Poor Camera. 3. Tab can be connected to system as Mass Media Device and not as USB Device which is common in many android devices. This results in slow transfer rates. 4. No sluggishness or slowness of device. Smooth like butter. Standard Default Android UI used. 5. Front speakers are great and nice to watch movie."
116,02-Jul-2014,HP Slate 7 Voice Tab,1,"I think i have done a mistake by buying this product in Flipkart. Many issues has come up on this tab. Firstly with small games and videos also the tab is getting hanged up. everything even on skype the tab gets hanged. even with subway sufer game and temple run game also it gets hanged. i went to HP service there was no response from them, they state it was in good condition. i kept a return request in Flipkart and it was also denied. i dont understand what i have to do with this useless piece."
117,22-Jun-2014,HP Slate 7 Voice Tab,5,"Bought this tab and it froze after a few weeks of regular use, it froze. I guess this can happen to any electronic product, as long as there are not too many such cases seen, given that millions are manufactured and few can be faulty. What I want to highlight is that the replacement service of Flipkart / WS Retail is too good. I received the replacement within 2 days - no questions asked, no hassles or long waits. I have bought many items from WS Retail and this was the first time I had to ask for a replacement. And the experience gave more faith that this is a very dependable seller.  The replacement tab is working perfectly fine and I guess it will continue to be so. HP has come out with a wonderful combination of specs at a pretty lucrative price point. Performance is great and with the 3G SIM capability, it just adds on to the bang."
118,17-Mar-2014,HP Slate 7 Voice Tab,5,"I got the HP voicetab jus today and I didnt get the tablet from Flipkart, i got it from the HP online store. the main reason i got a tab is i wanted to watch videos and browse and i didnt want to use my phone for that as dese functions will drain the battery soon. My initial choices were Xolo tegranote, Galaxy tab3 7-inch, Dell venue 8, Nexus 2012  Pros :  - Has Dual Sim capability (2G+3G)  - Has a dashing premium finish/Easy to hold and make calls.  - Decent Display & has good viewing angles  - internal memory of 16GB which u dont get at this price  - expandable memory using MicroSD  - front-firing speakers  - 4000 Mah battery   - has a in-ear headset (provided in the package itself) for making calls which is pretty good   - runs on stock android so updates wont take much longer  Cons :  - Under-powered processor (1.2 GHZ Quad-core)  - only 1GB RAM which is no enuf for some ppl  - the tab is a little too thick for my taste  I have used i for a complete day and this is my observation. I tried o play HD videos, it worked fine. i wud have given it a 5-star if only the processor was a lil more faster. but in this price range is actually a worthy tab, and better than many brands and also is a HP product, so trustable. Go for it is what i would say"
119,18-Mar-2014,HP Slate 7 Voice Tab,5,"In a nutshell its a great Phablet which has value for money. Go for it.  What is Good:  a. Good Finish b. Decent screen resolution c. 1GB RAM d. Quad core process or with GPU built in ( Tested with couple of games and performance is pretty good) e. GPS is pretty accurate and able to capture signal pretty fast f. Front firing speakers audio is pretty good g. Audio through headset is decent h. Nice power adapter is provided for external charging and can be charged through USB i. Product lives by the brand HP j. Pretty sleek and good finish k. Great battery and holds charge decently l. Comes with all basic required software and some apps from India today group m. Best in the market for this price  Could have been better:  a. Decent audio when we use it directly, can be little louder b. Screen could have been more sensitive to sunlight. Need film else get glare c. Could have provided a folding cover. We need to purchase everything as add on d. Reconsider if you want to use it as phone directly ( Suggest to use Bluetooth or headset)"
120,24-Apr-2014,HP Slate 7 Voice Tab,2,"First of all, a very timely n safely Product Delivery by Flipkart. Hats off to your booking, pricing, shipment procedure. Price wise you people are always reliable and best in class.  Huge disappointment as brand Hp did not worked on many things to satisfy some basic needs which any Voice Tab can provide. 1. Very poor network reception. One has to switch off phone several times to catch the network again. Even a little drop in network strength vanishes phone's connectivity regarding data as well as call. Hp must work hard on this issue as phone has no re reception of network. 2. Battery can't last for a single day or full 12 hours. 3. Sound profiles haven't introduced, thus every time one has to press main on-off key to silent the phone. 4. Can't Personalize menu or settings as per requirement. Absence of User friendly shortcuts creates time consumption and confusion. 5. Very low voice output. Earphones are also not effective.  But if one can ignore these defects, rest all features are superb. 1. Picture, Video, Touch, Look, Display everything superb. 2. Finishing too good. 3. Clarity of Sound hats off, just need to improve voice level. 4. Typing, Text support, Text input all best in class. 5. Storage is huge n sufficient.  HP can do much better than this as all these features are exists in laptop n desktops, where HP is master n ahead of all. So always expecting more from Hp."
121,16-Jun-2014,HP Slate 7 Voice Tab,2,"1. Product is more than Rs. 500 cheaper in Amazon site. Compare before placing order. 2. About Tab, in nutshell, neither good nor bad. 3. Samsung Tab3 looks better. 4. Charging problem. It gets stopped while using Tab. 5. HP Case/ cover is not easily available in market. 6. Display quality less attractive. Key pads are dull especially dialling buttons. 7. Back cover quality is also poor."
122,01-Apr-2014,HP Slate 7 Voice Tab,5,"I recently bought it from Flipkart.  A good product from HP @ the reasonable price.  Pros:  > Light weight and very handy. > Quality of making was good. > Awesome music play with headset. > Recommended for browsing and Movies only. > Battery backup is very good. > internal storage for User available is arround 13 GB. > Cloud storage of 25 GB for lifetime.  Cons: > Lacks of powerful processor. > Not suitable for gaming.  Temple Run2 - no performance impact.  Hill Climb racing - There is a performance issue, when we play with sound enabled in the game. > No flash for camera. > Camera quality is not as expected. > HD display is not so impressed, maybe requires gorilla glass.  Overall the product was good and more features for this price,but we cannot compare it with high end devices."
123,22-May-2014,HP Slate 7 Voice Tab,5,"First i am very thankful to FLIPKART.com, service is very excellent, day by day improving your service,very great service. They delivered me on time. I ordered the item on 18th may, & i received the itemon 21st may........  Coming to product it is worth for each penny what you spent on this item, i expect that it never let down your expectations what you kept on that. It is much better than SAMSUNG tab3. it is Dual sim option   SIM 1:- 2g & 3g & it is mini sim  SIM 2:- only 2g it is regular sim Battery  Li-ion 4100mAh & it is non removable battery Memory  Ram 1GB  Internal 16GB(comes with 12.3GB)  External 32GB Cam   Very good, but it doesn't have flash, & it includes with paronoma Sound  Excellent output speakers  Awesome sound in ear phones FINALLY I AM FULLY SATISFIED WITH MY HP SLATE 7 & i thanks to Hewlett Packard to releasing this item with excellent features"
124,06-Oct-2014,HP Slate 7 Voice Tab,1,"Note - I am not writing a review about the product but about the pricing practice of these online retailers.  With such an advertisement for 6th Oct as biggest online sale on flipkart I see that the price of this product rose from Rs.12499 to well above Rs.14499. TO my amusement WS Retail is selling it at Rs,16999... This is just wow that these retailers still think Indian buyers are stupid.  Just my opinion based on my tracking of prices on Flipkart is that Flipkart does not remain trusted anymore for best price and have certainly been losing to competition. Hope they realize the same."
125,03-Jun-2014,HP Slate 7 Voice Tab,5,"First of all, kudos to flipkart for the quick delivery (within 40 hours).  A brief review of the tablet (after almost a week's use): Pros: 1. Crystal-clear display with good colour saturation. 2. Smooth and infallible touch with no lag at all. 3. Sleek with a sturdy grip and feels comfortable in the hand. 4. Excellent build quality and textured back-cover. 5. Fairly respectable processor. 6. Chrome finishing on the sides. 7. Runs on stock android and helps keep the UI clutterfree. 8. Very accurate and responsive accelerometer, magnetometer, gyro sensor and light sensor. 9. Dual front-firing speakers with good sound clarity. 10. The internal memory is not partitioned due to which there is more than enough space for apps (>12 GB) and can be joined to an external sd card using third-party apps. Cons: 1. Processor is not suitable for very heavy gaming. 2. No flash, dim light photography is not so good. 3. Persistent on-screen android buttons always occupy some space. 4. Sound is clear but volume is not very high (but perfect with earphones). 5. Does not support OTG.  Overall: The tablet fulfils my requirements perfectly (reading, surfing, watching movies, playing light games ("
126,06-May-2014,HP Slate 7 Voice Tab,1,not even a month since i bought it and the battery doesn't even lasts 5 hours on a standby so what can i expect from it if i was using it extensively. i had to choose between HP slate 7 and Samsung tab3....i only wish i had gone for Tab3.
127,24-Apr-2014,HP Slate 7 Voice Tab,5,"Product: * Nice Look and Feel. * Slightly better than Asus Fonepad 7 on Technical terms/papers. * Phone capability when you need one (Dual Sim Dual Standby). * Great for listening FM Radio.  In-Box contents * In-Ear earphones with MIC (OK, quality) * Charger and Manual * Tablet   Product Delivery : Delivered 2 days prior to Estimated Delivery period. Thank you Flipkart!!"
128,28-Sep-2014,HP Slate 7 Voice Tab,1,"I am facing issues with this Tab within a week after this purchase. Inside Photo album the ""Delete"" menu item (to delete a selected photo or group of photos) is not appearing. I have reached out to customer care and they have reinstalled the software again but after some day it is disappeared again. This is disgusting as I have to reinstall all the apps again after every reinstallation of this software. This is not at all expected from reputed company like HP!!!"
129,23-Aug-2014,HP Slate 7 Voice Tab,1,"I am really disappointed with HP for developing such poor product at this high price of 14000. Very disappointing product from HP.   Flipkart always top notch on delivery of the product.  I wanted to gift this tab to my mom who likes to watch videos, read, surf and play light games. But this tab dont even serve that purpose.  IT IS SUPER LAGGY AND IT STUCKS WHILE SLIDING YOUR MENU ITEMS.   BROWSING ALSO FEELS LAGGY EVEN FOR LOW END WEBSITES.  DISPLAY IS WORST.   CANNOT PLAY VIDEOS AS WELL SMOOTLY EVEN ON YOUTUBE.  To summarise,  Pros: Good Looks  Cons: The Tablet itself  Hope this review helps everyone those willing to buy this tab.  Please, I need a replacement for this tab, I would like to go with Dell Venue 8.  I have requested to return this product."
130,16-Aug-2014,HP Slate 7 Voice Tab,1,"Hp Voice Tab 7 Not at all happy with the product just 5 months old and the screen flickers display gone black, try to contact customer service they give a dozen numbers no one responds."
131,08-Aug-2014,HP Slate 7 Voice Tab,5,"I bought this tab just a few weeks before. Hp being a reputed company, it's products also keeps a standard for usage. In slate 7 also, hp includes the similar finishing and clarity in standards. Its wifi and storage capacity is awesome. The display is much better. Video recording is also better. Also, videos of HQ 720p are being played in a much soothing manner. In short, I really love this tab."
132,29-Jul-2014,HP Slate 7 Voice Tab,4,This tab is just awesome....Excellent working...Good RAM support...processor is fine!! Overall very good performance...And must to mention excellent touch...Screen resolution is pretty fine to watch HD!! Here i'll list some advantages and disadvantages-: Pros- 1.Good Touch 2.Very fine processor refinement 3.Easily supports any connectivity 4.Good screen 5.Does not bores you 6.good voice 7.Excellent RAM support 8.Can easily handle heavy workouts 9. Superb battery life  Cons- 1.Very little Lag 2.Gets heat up on 2-3 hrs of consistent charging  3.Gets Lag on heavy games 4.Average camera 5.Can easily slip from your hand or it's case...Due to its Slippery back  6.Drains out battery easily on 3G Overall mind blowing Tab and surely a must to buy...
133,15-Jul-2014,HP Slate 7 Voice Tab,5,"The HP Slate 7 Voice Tab's price is highly fluctuating over few weeks, I got it at 11990/-  Well, the tab is fantastic.the touch is superb, other features are good, only the network and signal is bit down & the screen resolution is bit disappointing. Even increasing the brightness level to the highest level, it still looks dim beside Samsung Galaxy Tab 2, which is being used by my wife. Overall experience is good. The music player is too good and the headphones are better than samsung, iphone and even other reputed brands like Philips.   So keep an eye on the fluctuating price and book at the lowest possible price. Always try to by from the Seller ""W S Retail"" their delivery and service is the best in the Flipkart."
134,29-Jun-2014,HP Slate 7 Voice Tab,3,"I bought this tab from flipkart last month. Delivery of the package is excellent as usual. But a good and prompt delivery never make us to ignore about the product qualities that fail to meet our need. I found everything I need for a tablet in it and rated 5 star except one as explained below. SIM1 (slot one) supports both 3G and 2G. But network reception is pathetic. In the tablet settings you will not find an option to use only 3G network (like WCDMA only). So the tablet will automatically choose either 2G or 3G according to the signal strength in you area. While there is an option to select and use only 2G, you cannot set it to use only 3G network. This makes internet connection speed or downloading/uploading a hell. If you are looking a tablet for the primary purpose of browsing internet and if you are not from an area where 3G networks strength/signal is strong, don't buy this product. But if you don't bother about this,in its class it is a the best in the rest."
135,16-Jun-2014,HP Slate 7 Voice Tab,3,strictly NOT for gamers.....better buy dell venue 8.........it issss quite slow..........goood for movie watchers and music lovers..............................asphalt8 never starts.....
136,13-Jun-2014,HP Slate 7 Voice Tab,5,"Overall specifications were better than Samsung Tab3 which was selling at about the same price. Fast Flipkart delivery.  Fast Quad core Marvell processor, no lag. Comparable to Qualcomm processors.   Good battery life. Runs without charging battery for around 2 days with playing videos, camera (photo and video), WiFi (mostly youtube) and some chrome browsing.  Excellent Wifi connection. Fast and stable even in remote corners of house. My Samsung S duos 2 wifi sucks compared to this tablet.  Camera quality is not upto the mark (photos in low light). But video quality is decent in sufficient light. LED flash would have added lot more value.   Crisp display. Sound is good due to front firing speakers.   Opening back panel was difficult (was scared that it may break while opening). Two sim card slots. One normal sim, other micro sim. Battery is not removable. But I dont want to remove battery. I hope HP will support if battery is to be removed/replaced.  Overall I am quite happy with the purchase."
137,26-May-2014,HP Slate 7 Voice Tab,4,"good - gps signal, wifi connection, bluetooth, sensors feautures, dual sim, no heating issues,16gb inbuilt memory above average- cpu, display, battery backup, stereo speakers, FM radio below average-1 gb ram is too less atleast 1.5gb ram could have been better,camera  bad- gpu,various minor hardware problems mentioned in the reviews (i was also had one hardware problem and flipkart replaced the device) OTG not supported,no HDMI output,no flash light. cant make 3g video calls  am not a expert in tech. i shared my own experience with this tab.am using this for 1 month and i like this tab for hard gamers think twice and for browsing, for communication, for social network users,for movie watchers may like this. if you buying this device i recommend them to completely check with some apps from playstore"
138,02-May-2014,HP Slate 7 Voice Tab,1,Looks pretty good but not the same with performance. Just believing on the brand name I bought this tab but really not satisfied with the performance as well as the display. I feel it's not worth the money you pay. Even subway surf doesn't run smoothly. It freezes while having multiple apps run at a time. If you want to play games and watch videos then this might be the wrong choice. Battery backup is really good.
139,30-Apr-2014,HP Slate 7 Voice Tab,4,"I purchased this device from another vendor. It is an absolute delight. The display is razor sharp. Battery is amazing and lasts a day with medium usage. The only thing that I found somewhat below par is its camera. The camera is average. Also, the device supports two sim at a time (One micro sim with 3G data + one mini sim with 2G data)."
140,28-Apr-2014,HP Slate 7 Voice Tab,4,"I recently took the delivery of the HP Slate 7 Voice tablet.... (Snow White is what i bought). The finish is really good and I liked the grill finish on side which gives the handset a superb feel and look. The touch is very responsive and the processor is doing a very good job without any lag or delay.U cn buy it at a much lesser price from Snapdeal...around fifteen hundred less. The speakers are clear, but could have been better and the battery lasts for a full day with decent usage of voice calls.  Overall for the price I paid, i am happy to have a very good product unlike other brands which are not as great as what HP has launched."
141,18-Apr-2014,HP Slate 7 Voice Tab,3,"Hi, I would like to tell u that this tablet doesn't come with UMTS 2100. That means u cant make the 3G video calls through it. However, u can do video chat through SKYPE etc. Hope this will solve many buyers dilemma about the 3G video calls through this HP slate 7 voice Tablet.   Aditya"
142,26-Mar-2014,HP Slate 7 Voice Tab,5,"I recently took the delivery of the HP Slate 7 Voice tablet.... (Snow White is what i bought). The finish is really good and I liked the grill finish on side which gives the handset a superb feel and look. The touch is very responsive and the processor is doing a very good job without any lag or delay. I have installed Asphalt 7 and 8 and the graphics are displayed really well. The speakers are loud and clear and the battery lasts for a full day with decent usage of voice calls and 3g/Wifi connectivity is also very good. There wasnt any disruption in connection of either of these modes. Overall for the price I paid, i am happy to have a very good product unlike other brands which are not as great as what HP has launched."
143,05-Apr-2014,HP Slate 7 Voice Tab,1,On the outside this may seem like a great Tablet but it really is a bad one.I used this for 1 month and problems began to arise.The loudspeakers become silent and Display become Dim.The battery power is not what you really expect.
144,12-Jun-2014,HP Slate 7 Voice Tab,1,Please do not buy this product... Touch sensitive not good.Battery backup Ok.. Heating is also a problem in this product.. Better go for Samsung or Apple. But this is the only one product with cellular option with minimal price.. Better avoid to buy
145,21-Mar-2014,HP Slate 7 Voice Tab,5,first i think samsung tab 3 best then understand that it is not best buy for that money........ now get the tab......i searching..............that is.........HP Slate 7 Voice Tab. it is best buy for this money..........and having better features than tab 3.. again i saying that this tab better than samsung tab 3.........
146,13-Oct-2014,HP Slate 7 Voice Tab,3,I have purchased HP Slate 7 Voice Tab but it seems that there is some deffect in the product. It got heated while charging and automatically the charging discontinue.
147,02-Oct-2014,HP Slate 7 Voice Tab,1,"Purchased this product Cash on Delivery, till delivery everything was fine.  The TAB has micro sim slots had hence had to get the such a sim.  THe problem is that every now and then the TAB gives NO Service despite you being in FULL coverage.  You reboot the tab and then it works fine. have to do this exercise at least 10~1 5 times a day. Battery Back up is worst.  I had connected to flipcart to replace the product immediately in one week after noticing this problem. For reasons best know to Flipcart they rejected the replacement/ refund. Very disappointed with the service."
148,28-Sep-2014,HP Slate 7 Voice Tab,5,"PROS: Battery : Good - lasts 2 days under moderate usage (doc reading, internet, voice calls, sms) Display Clarity : Good. Voice calls : No Issues. Works Perfectly. (Both Sims) Memory : 16 GB Internal Audio : Good CONS: Camera : Both the cameras lack clarity (not at all suitable for taking photos/videos but ok for videocall, skype) Gaming : faced little lagging few times while playing subway surfers!!! Software : Stock android so you cant move apps to SD card, i have to limit the number of apps that i use, otherwise device responds slowly (Tried with some 3rd party software also but i can't move apps). No USB-OTG!!! (I knew it before buying)  Others: Till date HP didn't relese or give notification for Kitkat(4.4) upgrade. It'll be good if they do so."
